"Year","Geography Group","Geography","Age Group","Service","Poverty Level","Totals - Clients Receiving Registered Services","Totals - Total Clients, by Age Group","Characteristics - Male","Characteristics - Female","Characteristics - Rural","Characteristics - Lives Alone","Ethnicity - Hispanic","Ethnicity - Not Hispanic","Race - White Alone, Not Hispanic","Race - White Alone, Hispanic","Race - Native American Alone","Race - Asian Alone","Race - Black/African American Alone","Race - Hawaiian Pacific Islander Alone","Race - Other Race","Race - Two or More Races"
"2015","States","Hawaii","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Hawaii","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Hawaii","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Hawaii","Total - All Age Groups","Assisted Transportation","In Poverty","22","22","3","19","16","12","3","19","7","2","1","6","1","2","0","1"
"2015","States","Hawaii","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Hawaii","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Hawaii","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Total - All Age Groups","Total - All Services","Total - All Income Levels","17,854","17,828","6,829","10,919","9,087","6,777","447","16,920","15,710","379","201","80","25","36","64","76"
"2015","States","Idaho","Age 60-74","Total - All Services","Total - All Income Levels","0","7,002","2,783","4,154","3,716","2,252","203","6,546","6,002","186","88","32","10","17","31","24"
"2015","States","Idaho","Age 75-84","Total - All Services","Total - All Income Levels","0","6,205","2,355","3,824","3,184","2,334","157","5,909","5,513","118","71","24","6","14","22","34"
"2015","States","Idaho","Age 85+","Total - All Services","Total - All Income Levels","0","4,297","1,554","2,730","1,992","2,125","74","4,171","3,922","65","35","23","5","5","9","18"
"2015","States","Idaho","Total - All Age Groups","Congregate Meals","Total - All Income Levels","13,677","13,651","5,356","8,227","7,625","4,343","324","12,957","12,134","281","168","60","13","34","57","57"
"2015","States","Idaho","Age 60-74","Congregate Meals","Total - All Income Levels","0","5,749","2,262","3,428","3,310","1,460","154","5,373","4,967","143","68","29","3","17","30","16"
"2015","States","Idaho","Age 75-84","Congregate Meals","Total - All Income Levels","0","4,799","1,888","2,888","2,643","1,569","116","4,577","4,303","88","63","17","3","14","18","30"
"2015","States","Idaho","Age 85+","Congregate Meals","Total - All Income Levels","0","2,801","1,080","1,711","1,486","1,250","41","2,735","2,612","40","30","13","3","3","7","11"
"2015","States","Idaho","Total - All Age Groups","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Age 60-74","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Age 75-84","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Age 85+","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Total - All Age Groups","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Age 60-74","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Age 75-84","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Age 85+","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Total - All Age Groups","Total - All Services","In Poverty","3,525","3,523","1,193","2,322","1,878","1,959","136","3,364","3,052","119","70","27","9","6","17","24"
"2015","States","Idaho","Age 60-74","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Age 75-84","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Age 85+","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Total - All Age Groups","Congregate Meals","In Poverty","2,466","2,464","859","1,598","1,456","1,218","95","2,364","2,131","88","56","19","6","5","15","18"
"2015","States","Idaho","Age 60-74","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Age 75-84","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Age 85+","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Total - All Age Groups","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Total - All Age Groups","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Idaho","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Illinois","Total - All Age Groups","Total - All Services","Total - All Income Levels","118,425","118,239","40,221","77,236","26,962","63,200","5,274","111,300","77,900","4,455","360","4,248","27,426","214","357","1,849"
"2015","States","Illinois","Age 60-74","Total - All Services","Total - All Income Levels","0","49,660","17,957","31,307","10,566","26,109","2,197","46,583","31,072","1,955","182","2,427","12,306","93","165","736"
"2015","States","Illinois","Age 75-84","Total - All Services","Total - All Income Levels","0","40,201","13,439","26,437","9,307","21,115","1,862","37,767","26,222","1,589","88","1,282","9,637","66","102","629"
"2015","States","Illinois","Age 85+","Total - All Services","Total - All Income Levels","0","28,378","8,825","19,492","7,089","15,976","1,215","26,950","20,606","911","90","539","5,483","55","90","484"
"2015","States","Illinois","Total - All Age Groups","Congregate Meals","Total - All Income Levels","82,936","82,890","28,761","54,041","14,908","39,149","3,873","77,733","52,607","3,295","307","3,933","20,155","123","266","965"
"2015","States","Illinois","Age 60-74","Congregate Meals","Total - All Income Levels","0","37,801","13,756","23,993","6,954","17,542","1,820","35,291","23,400","1,497","173","2,312","9,099","65","132","457"
"2015","States","Illinois","Age 75-84","Congregate Meals","Total - All Income Levels","0","28,681","9,857","18,800","5,147","13,524","1,344","26,847","18,160","1,173","71","1,180","7,120","36","82","329"
"2015","States","Illinois","Age 85+","Congregate Meals","Total - All Income Levels","0","16,408","5,148","11,248","2,807","8,083","709","15,595","11,047","625","63","441","3,936","22","52","179"
"2015","States","Illinois","Total - All Age Groups","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Illinois","Age 60-74","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Illinois","Age 75-84","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Illinois","Age 85+","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Illinois","Total - All Age Groups","Assisted Transportation","Total - All Income Levels","621","621","135","485","7","479","7","614","382","6","0","3","176","0","0","52"
"2015","States","Illinois","Age 60-74","Assisted Transportation","Total - All Income Levels","0","283","80","203","2","210","2","281","154","1","0","0","104","0","0","23"
"2015","States","Illinois","Age 75-84","Assisted Transportation","Total - All Income Levels","0","202","32","169","3","160","5","197","120","5","0","2","56","0","0","18"
"2015","States","Illinois","Age 85+","Assisted Transportation","Total - All Income Levels","0","136","23","113","2","109","0","136","108","0","0","1","16","0","0","11"
"2015","States","Illinois","Total - All Age Groups","Total - All Services","In Poverty","44,420","44,369","14,554","29,826","10,998","30,604","1,959","41,835","29,526","1,689","232","3,216","7,966","175","123","739"
"2015","States","Illinois","Age 60-74","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Illinois","Age 75-84","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Illinois","Age 85+","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Illinois","Total - All Age Groups","Congregate Meals","In Poverty","25,185","25,139","8,466","16,683","4,128","17,782","1,444","23,349","15,704","1,094","146","2,849","4,368","98","90","339"
"2015","States","Illinois","Age 60-74","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Illinois","Age 75-84","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Illinois","Age 85+","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Illinois","Total - All Age Groups","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Illinois","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Illinois","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Illinois","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Illinois","Total - All Age Groups","Assisted Transportation","In Poverty","307","307","73","233","4","248","1","306","121","1","0","0","160","0","0","25"
"2015","States","Illinois","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Illinois","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Illinois","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Indiana","Total - All Age Groups","Total - All Services","Total - All Income Levels","89,304","89,220","30,666","58,009","22,383","28,157","828","82,261","64,857","198","42","17","4,372","4","2,682","9,069"
"2015","States","Indiana","Age 60-74","Total - All Services","Total - All Income Levels","0","33,602","12,531","20,865","8,208","10,131","348","30,734","23,025","66","26","6","2,211","3","934","3,879"
"2015","States","Indiana","Age 75-84","Total - All Services","Total - All Income Levels","0","27,840","9,833","17,835","7,326","8,275","265","25,624","20,487","63","7","7","1,231","0","864","2,690"
"2015","States","Indiana","Age 85+","Total - All Services","Total - All Income Levels","0","27,778","8,301","19,300","6,837","9,745","215","25,871","21,319","69","9","4","927","1","882","2,499"
"2015","States","Indiana","Total - All Age Groups","Congregate Meals","Total - All Income Levels","16,814","16,801","5,453","11,246","5,884","5,920","167","15,107","12,074","23","22","7","821","1","137","2,045"
"2015","States","Indiana","Age 60-74","Congregate Meals","Total - All Income Levels","0","9,187","3,057","6,045","2,891","2,678","112","8,073","6,242","12","16","3","584","0","90","1,182"
"2015","States","Indiana","Age 75-84","Congregate Meals","Total - All Income Levels","0","4,778","1,550","3,204","1,868","1,869","38","4,387","3,604","7","3","2","163","0","29","553"
"2015","States","Indiana","Age 85+","Congregate Meals","Total - All Income Levels","0","2,836","846","1,989","1,116","1,367","17","2,640","2,227","4","3","2","74","1","18","310"
"2015","States","Indiana","Total - All Age Groups","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Indiana","Age 60-74","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Indiana","Age 75-84","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Indiana","Age 85+","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Indiana","Total - All Age Groups","Assisted Transportation","Total - All Income Levels","236","235","91","142","1","64","7","217","106","1","1","0","91","0","8","14"
"2015","States","Indiana","Age 60-74","Assisted Transportation","Total - All Income Levels","0","119","53","65","1","44","3","112","57","0","0","0","49","0","4","5"
"2015","States","Indiana","Age 75-84","Assisted Transportation","Total - All Income Levels","0","73","23","49","0","10","3","65","29","0","0","0","27","0","4","7"
"2015","States","Indiana","Age 85+","Assisted Transportation","Total - All Income Levels","0","43","15","27","0","10","1","39","20","1","1","0","15","0","0","2"
"2015","States","Indiana","Total - All Age Groups","Total - All Services","In Poverty","38,312","38,301","12,073","26,070","10,500","13,960","472","36,784","28,324","97","23","14","2,273","2","707","5,126"
"2015","States","Indiana","Age 60-74","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Indiana","Age 75-84","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Indiana","Age 85+","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Indiana","Total - All Age Groups","Congregate Meals","In Poverty","11,866","11,856","3,711","8,067","4,415","4,372","127","11,118","8,840","19","18","7","686","0","106","1,463"
"2015","States","Indiana","Age 60-74","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Indiana","Age 75-84","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Indiana","Age 85+","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Indiana","Total - All Age Groups","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Indiana","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Indiana","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Indiana","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Indiana","Total - All Age Groups","Assisted Transportation","In Poverty","68","67","23","45","0","20","1","64","31","0","0","0","29","0","1","3"
"2015","States","Indiana","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Indiana","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Indiana","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Iowa","Total - All Age Groups","Total - All Services","Total - All Income Levels","44,220","43,194","14,247","29,018","24,087","22,365","708","36,641","34,393","598","119","380","1,086","71","0","45"
"2015","States","Iowa","Age 60-74","Total - All Services","Total - All Income Levels","0","15,033","5,446","9,571","7,530","7,103","257","12,520","11,646","213","61","149","582","27","0","14"
"2015","States","Iowa","Age 75-84","Total - All Services","Total - All Income Levels","0","14,793","4,685","10,097","8,440","7,517","246","12,620","11,983","216","37","151","339","27","0","10"
"2015","States","Iowa","Age 85+","Total - All Services","Total - All Income Levels","0","12,164","3,656","8,498","7,228","7,325","172","10,486","9,904","142","13","75","135","14","0","17"
"2015","States","Iowa","Total - All Age Groups","Congregate Meals","Total - All Income Levels","25,208","24,399","8,391","16,094","15,270","11,007","373","19,746","18,637","312","53","127","417","42","0","34"
"2015","States","Iowa","Age 60-74","Congregate Meals","Total - All Income Levels","0","8,664","3,109","5,544","4,806","3,331","145","6,818","6,432","123","25","80","245","17","0","10"
"2015","States","Iowa","Age 75-84","Congregate Meals","Total - All Income Levels","0","8,608","2,852","5,752","5,531","3,985","123","7,005","6,768","106","15","31","113","17","0","9"
"2015","States","Iowa","Age 85+","Congregate Meals","Total - All Income Levels","0","6,184","2,080","4,099","4,181","3,406","76","5,130","4,785","59","6","11","37","5","0","12"
"2015","States","Iowa","Total - All Age Groups","Nutrition Counseling","Total - All Income Levels","258","258","108","150","120","137","0","250","240","0","0","1","6","0","0","0"
"2015","States","Iowa","Age 60-74","Nutrition Counseling","Total - All Income Levels","0","101","41","60","34","50","0","97","89","0","0","0","6","0","0","0"
"2015","States","Iowa","Age 75-84","Nutrition Counseling","Total - All Income Levels","0","97","38","59","54","46","0","95","93","0","0","1","0","0","0","0"
"2015","States","Iowa","Age 85+","Nutrition Counseling","Total - All Income Levels","0","57","28","29","32","40","0","56","56","0","0","0","0","0","0","0"
"2015","States","Iowa","Total - All Age Groups","Assisted Transportation","Total - All Income Levels","1,436","1,435","402","1,031","161","925","11","1,235","1,144","11","6","5","80","0","0","1"
"2015","States","Iowa","Age 60-74","Assisted Transportation","Total - All Income Levels","0","584","192","392","65","374","3","485","430","3","3","2","54","0","0","0"
"2015","States","Iowa","Age 75-84","Assisted Transportation","Total - All Income Levels","0","409","97","310","46","252","7","363","338","7","3","2","20","0","0","0"
"2015","States","Iowa","Age 85+","Assisted Transportation","Total - All Income Levels","0","419","105","314","45","285","1","373","363","1","0","1","6","0","0","1"
"2015","States","Iowa","Total - All Age Groups","Total - All Services","In Poverty","16,448","16,446","5,221","11,217","8,538","9,201","306","14,409","13,483","268","61","262","557","23","0","12"
"2015","States","Iowa","Age 60-74","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Iowa","Age 75-84","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Iowa","Age 85+","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Iowa","Total - All Age Groups","Congregate Meals","In Poverty","8,136","8,134","2,796","5,335","4,732","4,153","145","6,875","6,579","127","20","92","167","12","0","8"
"2015","States","Iowa","Age 60-74","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Iowa","Age 75-84","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Iowa","Age 85+","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Iowa","Total - All Age Groups","Nutrition Counseling","In Poverty","78","78","26","52","29","41","0","73","68","0","0","1","4","0","0","0"
"2015","States","Iowa","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Iowa","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Iowa","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Iowa","Total - All Age Groups","Assisted Transportation","In Poverty","602","602","163","438","62","397","5","548","489","5","4","3","53","0","0","0"
"2015","States","Iowa","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Iowa","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Iowa","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Total - All Age Groups","Total - All Services","Total - All Income Levels","34,558","34,508","12,701","21,857","22,137","15,674","819","30,590","30,986","901","182","124","1,707","23","37","39"
"2015","States","Kansas","Age 60-74","Total - All Services","Total - All Income Levels","0","13,672","5,208","8,464","8,264","5,707","385","11,947","11,993","419","104","59","834","12","18","21"
"2015","States","Kansas","Age 75-84","Total - All Services","Total - All Income Levels","0","11,766","4,287","7,479","7,769","5,245","246","10,417","10,692","268","51","45","472","6","14","7"
"2015","States","Kansas","Age 85+","Total - All Services","Total - All Income Levels","0","7,932","2,749","5,183","5,297","4,442","155","7,173","7,282","177","20","15","322","3","3","1"
"2015","States","Kansas","Total - All Age Groups","Congregate Meals","Total - All Income Levels","23,683","23,647","8,942","14,741","16,210","13,812","496","20,455","21,877","559","115","91","578","13","28","28"
"2015","States","Kansas","Age 60-74","Congregate Meals","Total - All Income Levels","0","9,825","3,681","6,144","6,169","3,514","261","8,377","8,895","294","65","47","325","9","17","15"
"2015","States","Kansas","Age 75-84","Congregate Meals","Total - All Income Levels","0","8,347","3,151","5,196","5,934","3,528","138","7,224","7,829","164","28","30","136","2","8","4"
"2015","States","Kansas","Age 85+","Congregate Meals","Total - All Income Levels","0","4,532","1,753","2,779","3,413","2,574","67","3,998","4,309","69","15","9","63","0","2","1"
"2015","States","Kansas","Total - All Age Groups","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Age 60-74","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Age 75-84","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Age 85+","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Total - All Age Groups","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Age 60-74","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Age 75-84","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Age 85+","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Total - All Age Groups","Total - All Services","In Poverty","7,131","7,127","2,398","4,733","4,385","4,237","309","6,347","5,864","302","78","40","715","6","12","9"
"2015","States","Kansas","Age 60-74","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Age 75-84","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Age 85+","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Total - All Age Groups","Congregate Meals","In Poverty","3,926","3,925","1,370","2,556","2,375","2,311","187","3,388","3,319","182","43","29","274","4","8","6"
"2015","States","Kansas","Age 60-74","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Age 75-84","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Age 85+","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Total - All Age Groups","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Total - All Age Groups","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kansas","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kentucky","Total - All Age Groups","Total - All Services","Total - All Income Levels","24,058","24,045","8,003","16,030","15,959","13,520","95","23,937","21,440","175","35","37","1,660","20","49","571"
"2015","States","Kentucky","Age 60-74","Total - All Services","Total - All Income Levels","0","10,229","3,657","6,567","6,891","5,364","51","10,164","9,029","81","18","18","794","10","27","223"
"2015","States","Kentucky","Age 75-84","Total - All Services","Total - All Income Levels","0","8,077","2,577","5,493","5,418","4,603","30","8,044","7,232","56","12","17","508","5","12","219"
"2015","States","Kentucky","Age 85+","Total - All Services","Total - All Income Levels","0","5,183","1,555","3,628","3,260","3,370","13","5,164","4,679","32","3","2","317","5","9","116"
"2015","States","Kentucky","Total - All Age Groups","Congregate Meals","Total - All Income Levels","15,069","15,056","5,314","9,733","10,057","7,663","75","14,979","13,518","102","28","31","1,001","15","43","289"
"2015","States","Kentucky","Age 60-74","Congregate Meals","Total - All Income Levels","0","7,227","2,643","4,580","4,933","3,392","44","7,174","6,390","59","13","18","569","8","25","125"
"2015","States","Kentucky","Age 75-84","Congregate Meals","Total - All Income Levels","0","5,033","1,723","3,304","3,383","2,650","19","5,012","4,563","29","11","12","282","3","11","116"
"2015","States","Kentucky","Age 85+","Congregate Meals","Total - All Income Levels","0","2,339","786","1,553","1,436","1,447","11","2,326","2,159","9","2","1","112","4","6","37"
"2015","States","Kentucky","Total - All Age Groups","Nutrition Counseling","Total - All Income Levels","153","153","51","102","146","85","0","153","148","0","0","0","1","0","0","4"
"2015","States","Kentucky","Age 60-74","Nutrition Counseling","Total - All Income Levels","0","87","34","53","82","47","0","87","84","0","0","0","1","0","0","2"
"2015","States","Kentucky","Age 75-84","Nutrition Counseling","Total - All Income Levels","0","45","13","32","43","22","0","45","44","0","0","0","0","0","0","1"
"2015","States","Kentucky","Age 85+","Nutrition Counseling","Total - All Income Levels","0","19","3","16","19","16","0","19","18","0","0","0","0","0","0","1"
"2015","States","Kentucky","Total - All Age Groups","Assisted Transportation","Total - All Income Levels","794","794","177","616","562","492","4","789","695","9","1","1","63","3","1","21"
"2015","States","Kentucky","Age 60-74","Assisted Transportation","Total - All Income Levels","0","321","83","237","205","183","1","319","283","4","0","0","23","0","1","10"
"2015","States","Kentucky","Age 75-84","Assisted Transportation","Total - All Income Levels","0","286","56","230","217","182","2","284","250","3","1","1","23","1","0","7"
"2015","States","Kentucky","Age 85+","Assisted Transportation","Total - All Income Levels","0","176","37","139","130","124","1","175","151","2","0","0","17","2","0","4"
"2015","States","Kentucky","Total - All Age Groups","Total - All Services","In Poverty","10,737","10,731","3,264","6,970","7,418","6,887","53","10,677","9,349","84","16","15","945","6","14","280"
"2015","States","Kentucky","Age 60-74","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kentucky","Age 75-84","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Kentucky","Age 85+","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
